time,station,direction,buses
40248,X16,1,"(13, 13)"
40248,X18,0,"(5, 5)"
40249,X16,1,"(13, 13)"
40249,X14,0,"(3, 3)"
40249,X18,0,"(5, 5)"
40249,X07,0,"(14, 14)"
40249,X20,0,"(7, 7)"
40250,X07,0,"(14, 14)"
40250,X16,1,"(13, 13)"
40250,X14,0,"(3, 3)"
40250,X20,0,"(7, 7)"
40250,X18,0,"(5, 5)"
40251,X20,0,"(7, 7)"
40251,X02,0,"(10, 10)"
40251,X16,1,"(13, 13)"
40251,X18,0,"(5, 5)"
40251,X14,0,"(3, 3)"
40251,X07,0,"(14, 14)"
40252,X18,0,"(5, 5)"
40252,X14,0,"(3, 3)"
40252,X20,0,"(7, 7)"
40252,X16,1,"(13, 13)"
40252,X07,0,"(14, 14)"
40252,X02,0,"(10, 10)"
40253,X16,1,"(13, 13)"
40253,X07,0,"(14, 14)"
40253,X20,0,"(7, 7)"
40253,X18,0,"(5, 5)"
40253,X02,0,"(10, 10)"
40253,X14,0,"(3, 3)"
40254,X20,0,"(7, 7)"
40254,X16,1,"(13, 13)"
40254,X07,0,"(14, 14)"
40254,X14,0,"(3, 3)"
40254,X02,0,"(10, 10)"
40254,X18,0,"(5, 5)"
40255,X16,1,"(13, 13)"
40255,X07,0,"(14, 14)"
40255,X18,0,"(5, 5)"
40255,X20,0,"(7, 7)"
40255,X02,0,"(10, 10)"
40255,X14,0,"(3, 3)"
40256,X18,0,"(5, 5)"
40256,X20,0,"(7, 7)"
40256,X14,0,"(3, 3)"
40256,X07,0,"(14, 14)"
40256,X16,1,"(13, 13)"
40256,X02,0,"(10, 10)"
40257,X18,0,"(5, 5)"
40257,X14,0,"(3, 3)"
40257,X07,0,"(14, 14)"
40257,X20,0,"(7, 7)"
40257,X16,1,"(13, 13)"
40257,X02,0,"(10, 10)"
40258,X16,1,"(13, 13)"
40258,X18,0,"(5, 5)"
40258,X14,0,"(3, 3)"
40258,X02,0,"(10, 10)"
40258,X20,0,"(7, 7)"
40259,X20,0,"(7, 7)"
40259,X02,0,"(10, 10)"
40259,X18,0,"(5, 5)"
40259,X14,0,"(3, 3)"
40259,X16,1,"(13, 13)"
40260,X18,0,"(5, 5)"
40260,X02,0,"(10, 10)"
40260,X16,1,"(13, 13)"
40260,X14,0,"(3, 3)"
40261,X02,0,"(10, 10)"
40261,X16,1,"(13, 13)"
40261,X14,0,"(3, 3)"
40261,X18,0,"(5, 5)"
40262,X18,0,"(5, 5)"
40262,X14,0,"(3, 3)"
40262,X16,1,"(13, 13)"
40262,X02,0,"(10, 10)"
40263,X02,0,"(10, 10)"
40263,X18,0,"(5, 5)"
40263,X16,1,"(13, 13)"
40263,X14,0,"(3, 3)"
40264,X16,1,"(13, 13)"
40264,X14,0,"(3, 3)"
40264,X18,0,"(5, 5)"
40264,X02,0,"(10, 10)"
40265,X14,0,"(3, 3)"
40265,X16,1,"(13, 13)"
40265,X02,0,"(10, 10)"
40266,X02,0,"(10, 10)"
40266,X16,1,"(13, 13)"
40266,X14,0,"(3, 3)"
40267,X16,1,"(13, 13)"
40267,X14,0,"(3, 3)"
40268,X14,0,"(3, 3)"
40268,X16,1,"(13, 13)"
40269,X14,0,"(3, 3)"
40269,X16,1,"(13, 13)"
40270,X10,0,"(1, 1)"
40270,X14,0,"(3, 3)"
40270,X16,1,"(13, 13)"
40271,X10,0,"(1, 1)"
40271,X14,0,"(3, 3)"
40271,X16,1,"(13, 13)"
40272,X10,0,"(1, 1)"
40272,X14,0,"(3, 3)"
40272,X16,1,"(13, 13)"
40273,X14,0,"(3, 3)"
40273,X16,1,"(13, 13)"
40273,X10,0,"(1, 1)"
